FP Material No,Length,Width,Height,Quantity,Weight
MA000252215,190,186,23,1,0.390
MA000252881,190,186,23,66,0.223
MA000252881,190,186,23,3,0.227
MA000252881,190,186,23,19,0.240
MA000252881,190,186,23,2,0.285
MA000252881,190,186,23,6,0.236
MA000252881,190,186,23,6,0.230
MA000252881,190,186,23,6,0.245
MA000252881,190,186,23,36,0.221
MA000252881,190,186,23,4,0.228
MA000252881,190,186,23,34,0.224
MA000252881,190,186,23,242,0.223
MA000252881,190,186,23,6,0.236
MA000252881,190,186,23,12,0.230
MA000252881,190,186,23,1,0.430
MA000252881,190,186,23,34,0.222
MA000252881,190,186,23,57,0.225
MA000252881,190,186,23,42,0.151
MA000252881,190,186,23,6,0.230
MA000252881,190,186,23,20,0.234
MA000252881,190,186,23,35,0.222
MA000252881,190,186,23,13,0.229
MA000252881,190,186,23,3,0.243
MA000252881,190,186,23,6,0.233
MA000252881,190,186,23,72,0.223
MA000252881,190,186,23,1,0.330
MA000252881,190,186,23,6,0.228
MA000252881,190,186,23,1,0.330
MA000252881,190,186,23,145,0.227
MA000252881,190,186,23,3,0.247
MA000252881,190,186,23,6,0.230
MA000252881,190,186,23,18,0.235
MA000252881,190,186,23,5,0.240
MA000252881,190,186,23,1,0.378
MA000252881,190,186,23,14,0.226
MA000252881,190,186,23,3,0.250
MA000252881,190,186,23,1,0.380
MA000252881,190,186,23,6,0.236
MA000252881,190,186,23,6,0.230
MA000252881,190,186,23,5,0.240
MA000252881,190,186,23,33,0.222
MA000252881,190,186,23,6,0.240
MA000252881,190,186,23,5,0.232
MA000252881,190,186,23,25,0.255
MA000252881,190,186,23,12,0.235
MA000252881,190,186,23,54,0.253
MA000252881,190,186,23,194,0.224
MA000252881,190,186,23,16,0.255
MA000252881,190,186,23,8,0.227
MA000252881,190,186,23,34,0.223
MA000252881,190,186,23,19,0.230
MA000252881,190,186,23,36,0.221
MA000252881,190,186,23,72,0.220
MA000252881,190,186,23,6,0.236
MA000252881,190,186,23,24,0.230
MA000252881,190,186,23,48,0.233
MA000252881,190,186,23,12,0.227
MA000252881,190,186,23,4,0.233
MA000302764,190,186,23,1,0.250
MA000302801,190,186,23,1,0.230
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,19,0.167
MA000302801,190,186,23,4,0.165
MA000302801,190,186,23,10,0.165
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,3,0.000
MA000302801,190,186,23,4,0.165
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,4,0.158
MA000302801,190,186,23,10,0.170
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,7,0.260
MA000302801,190,186,23,6,0.163
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,2,0.195
MA000302801,190,186,23,3,0.177
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,4,0.160
MA000302801,190,186,23,3,0.183
MA000302801,190,186,23,11,0.180
MA000302801,190,186,23,4,0.195
MA000302801,190,186,23,17,0.175
MA000302801,190,186,23,4,0.158
MA000302801,190,186,23,2,0.205
MA000302801,190,186,23,18,0.165
MA000302801,190,186,23,6,0.165
MA000302801,190,186,23,4,0.158
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,6,0.166
MA000302801,190,186,23,15,0.158
MA000302801,190,186,23,6,0.163
MA000302801,190,186,23,17,0.167
MA000302801,190,186,23,8,0.157
MA000302801,190,186,23,6,0.160
MA000302801,190,186,23,3,0.177
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,4,0.168
MA000302801,190,186,23,11,0.162
MA000302801,190,186,23,4,0.170
MA000302801,190,186,23,15,0.158
MA000302801,190,186,23,4,0.170
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,18,0.162
MA000302801,190,186,23,15,0.156
MA000302801,190,186,23,10,0.170
MA000302801,190,186,23,12,0.165
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,4,0.163
MA000302801,190,186,23,24,0.160
MA000302801,190,186,23,2,0.195
MA000302801,190,186,23,24,0.159
MA000302801,190,186,23,2,0.215
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,2,0.190
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,16,0.154
MA000312341,190,186,23,6,0.173
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,4,0.135
MA000312341,190,186,23,30,0.156
MA000312341,190,186,23,32,0.155
MA000312341,190,186,23,36,0.153
MA000312341,190,186,23,4,0.168
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,11,0.159
MA000312341,190,186,23,26,0.161
MA000312341,190,186,23,11,0.159
MA000312341,190,186,23,8,0.160
MA000312341,190,186,23,30,0.156
MA000312341,190,186,23,4,0.163
MA000312341,190,186,23,4,0.158
MA000375462,340,341,37,4,2.153
MA000375462,340,341,37,4,2.138
MA000375462,340,341,37,2,2.122
MA000375462,340,341,37,6,2.090
MA000375462,340,341,37,2,2.127
MA000375462,340,341,37,6,2.064
MA000375462,340,341,37,1,2.304
MA000375462,340,341,37,1,2.304
MA000375462,340,341,37,4,2.123
MA000375462,340,341,37,1,2.264
MA000375462,340,341,37,4,2.108
MA000375462,340,341,37,1,2.284
MA000375462,340,341,37,6,2.072
MA000375462,340,341,37,2,2.142
MA000375462,340,341,37,3,2.164
MA000375462,340,341,37,10,2.109
MA000375462,340,341,37,9,2.129
MA000375462,340,341,37,2,2.132
MA000375462,340,341,37,2,2.122
MA000375462,340,341,37,4,2.108
MA000375462,340,341,37,6,2.097
MA000375462,340,341,37,3,2.178
MA000375462,340,341,37,5,2.091
MA000375462,340,341,37,6,2.064
MA000375462,340,341,37,10,2.097
MA000375462,340,341,37,10,2.124
MA000375462,340,341,37,30,2.082
MA000375462,340,341,37,2,2.142
MA000375462,340,341,37,1,2.304
MA000375462,340,341,37,1,2.204
MA000375462,340,341,37,2,2.127
MA000375462,340,341,37,6,2.067
MA000375462,340,341,37,6,2.077
MA000375462,340,341,37,5,2.119
MA000375462,340,341,37,6,2.090
MA000375462,340,341,37,6,2.100
MA000375462,340,341,37,5,2.107
MA000375462,340,341,37,3,2.198
MA000375462,340,341,37,8,2.143
MA000375462,340,341,37,4,2.133
MA000375462,340,341,37,11,2.119
MA000375462,340,341,37,24,2.073
MA000375462,340,341,37,3,2.158
MA000375462,340,341,37,1,2.344
MA000375462,340,341,37,10,2.111
MA000375462,340,341,37,12,2.087
MA000375462,340,341,37,6,2.084
MA000375462,340,341,37,6,2.100
MA000375462,340,341,37,1,2.254
MA000375462,340,341,37,8,2.171
MA000375462,340,341,37,2,2.097
MA000375462,340,341,37,4,2.148
MA000375462,340,341,37,5,2.103
MA000375462,340,341,37,12,2.109
MA000375462,340,341,37,5,2.091
MA000375462,340,341,37,1,2.274
MA000375462,340,341,37,2,2.152
MA000375462,340,341,37,3,2.171
MA000375462,340,341,37,1,2.204
MA000375462,340,341,37,11,2.099
MA000375462,340,341,37,1,2.254
MA000375462,340,341,37,1,2.204
MA000451116,190,186,23,29,0.169
MA000451116,190,186,23,19,0.191
MA000451116,190,186,23,10,0.180
MA000451116,190,186,23,11,0.169
MA000451116,190,186,23,3,0.190
MA000451116,190,186,23,7,0.174
MA000451116,190,186,23,10,0.174
MA000451116,190,186,23,1,0.250
MA000451116,190,186,23,8,0.165
MA000451116,190,186,23,11,0.171
MA000451116,190,186,23,40,0.176
MA000451116,190,186,23,7,0.168
MA000451116,190,186,23,10,0.178
MA000451116,190,186,23,23,0.174
MA000451116,190,186,23,9,0.163
MA000451116,190,186,23,10,0.178
MA000451116,190,186,23,10,0.178
MA000451116,190,186,23,15,0.168
MA000451116,190,186,23,10,0.182
MA000451116,190,186,23,10,0.174
MA000451116,190,186,23,24,0.173
MA000451116,190,186,23,3,0.193
MA000451116,190,186,23,21,0.177
MA000451116,190,186,23,19,0.180
MA000451116,190,186,23,15,0.166
MA000451116,190,186,23,1,0.230
MA000451116,190,186,23,12,0.174
MA000473316,338,342,31,1,1.604
MA000473316,338,342,31,2,1.472
MA000473316,338,342,31,1,1.584
MA000473316,338,342,31,1,1.684
MA000494390,190,186,23,4,0.233
MA000494390,190,186,23,1,0.335
MA000494390,190,186,23,22,0.234
MA000494390,190,186,23,3,0.243
MA000494390,190,186,23,120,0.224
MA000494390,190,186,23,170,0.223
MA000494390,190,186,23,4,0.228
MA000494390,190,186,23,8,0.227
MA000494390,190,186,23,6,0.240
MA000494390,190,186,23,4,0.233
MA000494390,190,186,23,140,0.219
MA000494390,190,186,23,4,0.218
MA000494390,190,186,23,4,0.233
MA000494390,190,186,23,202,0.220
MA000494390,190,186,23,5,0.240
MA000494390,190,186,23,3,0.257
MA000494390,190,186,23,46,0.232
MA000494390,190,186,23,21,0.233
MA000494390,190,186,23,7,0.228
MA000494390,190,186,23,4,0.223
MA000494390,190,186,23,29,0.223
MA000494390,190,186,23,105,0.221
MA000494390,190,186,23,19,0.236
MA000494390,190,186,23,3,0.243
MA000494390,190,186,23,1,0.300
MA000494390,190,186,23,96,0.221
MA000494390,190,186,23,10,0.238
MA000494390,190,186,23,1,0.310
MA000494390,190,186,23,6,0.233
MA000494390,190,186,23,1,0.310
MA000494390,190,186,23,2,0.265
MA000494390,190,186,23,68,0.221
MA000494390,190,186,23,9,0.232
MA000494390,190,186,23,23,0.231
MA000494390,190,186,23,15,0.240
MA000494390,190,186,23,2,0.275
MA000494390,190,186,23,18,0.235
MA000494390,190,186,23,34,0.221
MA000494390,190,186,23,2,0.270
MA000494390,190,186,23,32,0.220
MA000494390,190,186,23,35,0.220
MA000494390,190,186,23,1,0.330
MA000517192,190,186,23,3,0.183
MA000517192,190,186,23,5,0.184
MA000517192,190,186,23,4,0.170
MA000517192,190,186,23,12,0.170
MA000517192,190,186,23,10,0.180
MA000517192,190,186,23,15,0.170
MA000517192,190,186,23,3,0.193
MA000517192,190,186,23,3,0.177
MA000517192,190,186,23,14,0.175
MA000517192,190,186,23,3,0.198
MA000517192,190,186,23,11,0.178
MA000517192,190,186,23,3,0.190
MA000517192,190,186,23,6,0.173
MA000517192,190,186,23,1,0.250
MA000517192,190,186,23,7,0.167
MA000517192,190,186,23,4,0.178
MA000517192,190,186,23,1,1.498
MA000517192,190,186,23,1,0.290
MA000517192,190,186,23,7,0.174
MA000517192,190,186,23,28,0.171
MA000517192,190,186,23,4,0.183
MA000517192,190,186,23,1,0.250
MA000517192,190,186,23,1,0.250
MA000517192,190,186,23,2,0.225
MA000517192,190,186,23,4,0.170
MA000517192,190,186,23,15,0.168
MA000517192,190,186,23,3,0.197
MA000517192,190,186,23,6,0.180
MA000517192,190,186,23,13,0.170
MA000517192,190,186,23,3,0.197
MA000517192,190,186,23,11,0.180
MA000517192,190,186,23,3,0.183
MA000517192,190,186,23,1,0.250
MA000517192,190,186,23,14,0.169
MA000517192,190,186,23,8,0.172
MA000517192,190,186,23,3,0.183
MA000517192,190,186,23,7,0.168
MA000517192,190,186,23,1,0.250
MA000517192,190,186,23,5,0.178
MA000517192,190,186,23,9,0.166
MA000517192,190,186,23,3,0.197
MA000517192,190,186,23,3,0.197
MA000517192,190,186,23,9,0.163
MA000517192,190,186,23,3,0.183
MA000517192,190,186,23,14,0.169
MA000517192,190,186,23,1,0.230
MA000517192,190,186,23,4,0.178
MA000517192,190,186,23,12,0.170
MA000540394,190,186,23,15,0.171
MA000629796,560,113,42,1,1.634
MA000629796,560,113,42,1,1.654
MA000629796,560,113,42,3,1.518
MA000629796,560,113,42,2,1.537
MA000629796,560,113,42,3,1.518
MA000629796,560,113,42,2,1.557
MA000629796,560,113,42,2,1.557
MA000629796,560,113,42,1,1.714
MA000629796,560,113,42,1,1.674
MA000629796,560,113,42,1,1.654
MA000629796,560,113,42,2,1.517
MA000629796,560,113,42,1,1.639
MA000629796,560,113,42,1,1.714
MA000669542,560,113,42,1,1.734
MA000740766,190,186,29,3,0.213
MA000740766,190,186,29,4,0.225
MA000740766,190,186,29,4,0.215
MA000740766,190,186,29,4,0.225
MA000760004,338,342,31,1,1.624
MA000771496,340,341,37,6,2.117
MA000771496,340,341,37,3,2.235
MA000771496,340,341,37,4,2.168
MA000771496,340,341,37,3,2.191
MA000787182,190,186,23,3,0.190
MA000787182,190,186,23,3,0.183
MA000787242,338,342,31,1,1.604
MA000811282,560,113,42,4,1.559
MA000811282,560,113,42,1,1.604
MA000811282,560,113,42,11,1.534
MA000811282,560,113,42,6,1.522
MA000811282,560,113,42,1,1.814
MA000811282,560,113,42,1,1.714
MA000811282,560,113,42,2,1.567
MA000811282,560,113,42,4,1.574
MA000811282,560,113,42,4,1.561
MA000811282,560,113,42,4,1.551
MA000811282,560,113,42,4,1.604
MA000811282,560,113,42,4,1.569
MA000811282,560,113,42,2,1.587
MA000811282,560,113,42,2,1.577
MA000811282,560,113,42,3,1.531
MA000811282,560,113,42,2,1.587
MA000811282,560,113,42,6,1.526
MA000811282,560,113,42,4,1.574
MA000811282,560,113,42,1,1.704
MA000868994,340,341,37,1,2.244
MA000895784,190,186,23,4,0.155
MA000895784,190,186,23,1,0.290
MA000895784,190,186,23,8,0.152
MA000895784,190,186,23,3,0.170
MA000895784,190,186,23,13,0.148
MA000895784,190,186,23,27,0.150
MA000895784,190,186,23,13,0.158
MA000895784,190,186,23,25,0.153
MA000895784,190,186,23,6,0.153
MA000895784,190,186,23,9,0.146
MA000895784,190,186,23,9,0.158
MA000933784,560,113,42,11,1.582
MA000933784,560,113,42,28,1.584
MA000933784,560,113,42,60,1.568
MA000933784,560,113,42,59,1.594
MA000933784,560,113,42,59,1.573
MA000933784,560,113,42,1,1.754
MA000933784,560,113,42,101,1.568
MA000933784,560,113,42,32,1.590
MA000933784,560,113,42,10,1.609
MA000933784,560,113,42,43,1.588
MA000933784,560,113,42,32,1.584
MA000933784,560,113,42,24,1.580
MA000933784,560,113,42,4,1.634
MA000933784,560,113,42,6,1.582
MA000933784,560,113,42,7,1.635
MA000933784,560,113,42,3,1.565
MA000933784,560,113,42,32,1.595
MA000933784,560,113,42,4,1.604
MA000933784,560,113,42,2,1.624
MA000933784,560,113,42,35,1.572
MA000933784,560,113,42,49,1.581
MA000933784,560,113,42,30,1.555
MA000937332,190,186,23,3,0.183
MA000951354,190,186,23,2,0.235
MA000951354,190,186,23,1,0.330
MA000951354,190,186,23,4,0.208
MA000951354,190,186,23,5,0.240
MA000951354,190,186,23,4,0.208
MA000951354,190,186,23,4,0.210
MA000951354,190,186,23,2,0.255
MA000951354,190,186,23,2,0.215
MA000951354,190,186,23,1,0.330
MA000951354,190,186,23,2,0.255
MA000951354,190,186,23,2,0.240
MA000951354,190,186,23,2,0.245
MA000951354,190,186,23,5,0.228
MA000951354,190,186,23,2,0.235
MA000951354,190,186,23,3,0.230
MA000951354,190,186,23,2,0.235
MA000951354,190,186,23,2,0.242
MA000951354,190,186,23,11,0.206
MA000951354,190,186,23,1,0.270
MA000951354,190,186,23,1,0.290
MA000951354,190,186,23,3,0.217
MA000951354,190,186,23,4,0.208
MA000951354,190,186,23,1,0.280
MA000951354,190,186,23,2,0.240
MA000951354,190,186,23,2,0.245
MA000951354,190,186,23,1,0.280
MA000951354,190,186,23,3,0.223
MA000951354,190,186,23,4,0.208
MA000951354,190,186,23,5,0.214
MA000951354,190,186,23,8,0.200
MA000973256,340,341,37,1,2.284
MA000973256,340,341,37,1,2.304
MA000974348,336,336,25,1,1.364
MA000974348,336,336,25,7,1.159
MA000978272,336,336,25,1,1.024
MA000988984,344,343,46,2,1.282
MA000988984,344,343,46,2,1.252
MA000989342,560,113,42,1,1.674
MA000989346,340,341,37,5,2.083
MA000989346,340,341,37,15,2.075
MA000989346,340,341,37,7,2.144
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,6,2.074
MA000989346,340,341,37,1,2.244
MA000989346,340,341,37,6,2.072
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,2,2.112
MA000989346,340,341,37,1,2.244
MA000989346,340,341,37,5,2.083
MA000989346,340,341,37,2,2.102
MA000989346,340,341,37,5,2.085
MA000989346,340,341,37,3,2.108
MA000989346,340,341,37,1,2.304
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,6,2.074
MA000989346,340,341,37,6,2.099
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,1,2.244
MA000989346,340,341,37,6,2.080
MA000989346,340,341,37,1,2.254
MA000989346,340,341,37,5,2.075
MA000993320,560,113,42,1,1.654
MA000993320,560,113,42,1,1.754
MA000993320,560,113,42,1,1.764
MA000993320,560,113,42,1,1.714
MA001002346,336,336,25,4,1.248
MA001002346,336,336,25,1,1.394
MA001002346,336,336,25,3,1.195
MA001002346,336,336,25,3,1.195
MA001002346,336,336,25,2,1.232
MA001002346,336,336,25,3,1.168
MA001002346,336,336,25,3,1.184
MA001002346,336,336,25,2,1.250
MA001002346,336,336,25,3,1.203
MA001002346,336,336,25,1,1.324
MA001002346,336,336,25,1,1.504
MA001002346,336,336,25,3,1.185
MA001002346,336,336,25,2,1.232
MA001002346,336,336,25,4,1.233
MA001013776,336,336,25,1,1.324
MA001014854,336,336,25,1,1.304
MA001014854,336,336,25,5,1.239
MA001014854,336,336,25,1,1.384
MA001014854,336,336,25,1,1.424
MA001014854,336,336,25,1,1.304
MA001014854,336,336,25,1,1.384
MA001014854,336,336,25,1,1.372
MA001014854,336,336,25,3,1.195
MA001014854,336,336,25,1,1.344
MA001014854,336,336,25,1,1.324
MA001014854,336,336,25,1,1.314
MA001014854,336,336,25,4,1.238
MA001014854,336,336,25,2,1.232
MA001014854,336,336,25,2,1.227
MA001014854,336,336,25,3,1.195
MA001014854,336,336,25,1,1.334
MA001014854,336,336,25,2,1.227
MA001014854,336,336,25,3,1.181
MA001014854,336,336,25,2,1.212
MA001014854,336,336,25,2,1.252
MA001014854,336,336,25,3,1.185
MA001014854,336,336,25,2,1.252
MA001014854,336,336,25,3,1.181
MA001014854,336,336,25,2,1.222
MA001029724,338,342,31,1,1.024
MA001031228,340,341,37,2,2.162
MA001031228,340,341,37,1,2.264
MA001031228,340,341,37,1,2.304
MA001031228,340,341,37,5,2.132
MA001031228,340,341,37,2,2.152
MA001031228,340,341,37,1,2.054
MA001031228,340,341,37,1,2.344
MA001031228,340,341,37,1,2.324
MA001031228,340,341,37,2,2.202
MA001031228,340,341,37,6,2.137
MA001031228,340,341,37,2,2.177
MA001031228,340,341,37,1,2.324
MA001031228,340,341,37,2,2.182
MA001031228,340,341,37,4,2.181
MA001031228,340,341,37,3,2.248
MA001031228,340,341,37,1,2.364
MA001033154,568,105,41,1,1.864
MA001033154,568,105,41,1,1.904
MA001033154,568,105,41,1,1.854
MA001033154,568,105,41,2,1.697
MA001033154,568,105,41,1,1.834
MA001033154,568,105,41,1,1.854
MA001038682,560,113,42,6,1.527
MA001038682,560,113,42,5,1.559
MA001038682,560,113,42,18,1.551
MA001038682,560,113,42,4,1.554
MA001038682,560,113,42,7,1.621
MA001038682,560,113,42,2,1.557
MA001038682,560,113,42,10,1.535
MA001038682,560,113,42,11,1.535
MA001038682,560,113,42,1,1.694
MA001038682,560,113,42,1,1.704
MA001038682,560,113,42,9,1.550
MA001038682,560,113,42,1,1.874
MA001038682,560,113,42,6,1.522
MA001038682,560,113,42,4,1.569
MA001039688,344,347,38,23,1.127
MA001039688,344,347,38,2,1.177
MA001039688,344,347,38,2,1.204
MA001039688,344,347,38,9,1.147
MA001039688,344,347,38,36,1.138
MA001039688,344,347,38,36,1.133
MA001039688,344,347,38,36,1.136
MA001039688,344,347,38,1,1.234
MA001039688,344,347,38,30,1.125
MA001039688,344,347,38,3,1.191
MA001039688,344,347,38,35,1.128
MA001039688,344,347,38,24,1.124
MA001039688,344,347,38,36,1.111
MA001039688,344,347,38,12,1.113
MA001039688,344,347,38,42,1.127
MA001039688,344,347,38,12,1.119
MA001039688,344,347,38,6,1.124
MA001039688,344,347,38,2,1.212
MA001039688,344,347,38,11,1.129
MA001039688,344,347,38,8,1.168
MA001039714,560,113,42,12,1.516
MA001039714,560,113,42,2,1.577
MA001039714,560,113,42,1,1.704
MA001039714,560,113,42,36,1.510
MA001039714,560,113,42,18,1.508
MA001039714,560,113,42,7,1.598
MA001039714,560,113,42,3,1.518
MA001039714,560,113,42,75,1.517
MA001039714,560,113,42,2,1.567
MA001039714,560,113,42,9,1.530
MA001039714,560,113,42,2,1.567
MA001039714,560,113,42,1,1.694
MA001039714,560,113,42,2,1.597
MA001039714,560,113,42,3,1.598
MA001039714,560,113,42,1,1.814
MA001039714,560,113,42,17,1.513
MA001039714,560,113,42,9,1.548
MA001039714,560,113,42,1,1.714
MA001039714,560,113,42,3,1.531
MA001039714,560,113,42,1,1.694
MA001039714,560,113,42,4,1.579
MA001039714,560,113,42,7,1.593
MA001039714,560,113,42,3,1.518
MA001046978,560,129,82,1,2.374
MA001046978,560,129,82,1,2.354
MA001046978,560,129,82,1,2.294
MA001046978,560,129,82,1,2.354
MA001046978,560,129,82,1,2.314
MA001046978,560,129,82,1,2.414
MA001046978,560,129,82,2,2.202
MA001046978,560,129,82,1,2.334
MA001046978,560,129,82,1,2.394
MA001046978,560,129,82,1,2.394
MA001046978,560,129,82,1,2.354
MA001056000,190,186,23,1,0.370
MA001056000,190,186,23,1,0.356
MA001056000,190,186,23,1,0.000
MA001056000,190,186,23,1,0.330
MA001056000,190,186,23,7,0.231
MA001056000,190,186,23,1,0.470
MA001056000,190,186,23,1,0.330
MA001056000,190,186,23,1,0.372
MA001056000,190,186,23,1,0.295
MA001056000,190,186,23,1,0.310
MA001056000,190,186,23,1,0.330
MA001056000,190,186,23,1,0.310
MA001056000,190,186,23,1,0.290
MA001056000,190,186,23,1,0.310
MA001062550,560,113,42,88,1.589
MA001062550,560,113,42,162,1.585
MA001062550,560,113,42,83,1.583
MA001062550,560,113,42,18,1.586
MA001062550,560,113,42,40,1.591
MA001062550,560,113,42,160,1.594
MA001062550,560,113,42,18,1.569
MA001062550,560,113,42,12,1.591
MA001062550,560,113,42,22,1.594
MA001062550,560,113,42,18,1.592
MA001062550,560,113,42,100,1.582
MA001062550,560,113,42,20,1.611
MA001062550,560,113,42,77,1.582
MA001062550,560,113,42,40,1.584
MA001062550,560,113,42,40,1.590
MA001070342,344,343,46,1,1.384
MA001075656,560,113,42,52,1.541
MA001075656,560,113,42,7,1.587
MA001075656,560,113,42,8,1.568
MA001075656,560,113,42,1,1.734
MA001075658,560,113,42,5,1.583
MA001096696,336,336,25,1,1.364
MA001096696,336,336,25,1,1.364
MA001096696,336,336,25,1,1.384
MA001096696,336,336,25,1,1.364
MA001096696,336,336,25,1,1.424
MA001096696,336,336,25,2,1.232
MA001096696,336,336,25,1,1.304
MA001096696,336,336,25,1,1.404
MA001096696,336,336,25,1,1.429
MA001096696,336,336,25,1,1.426
MA001096696,336,336,25,1,1.324
MA001096718,338,342,31,1,1.644
MA001096718,338,342,31,1,1.584
MA001096718,338,342,31,2,1.447
MA001096718,338,342,31,1,1.584
MA001111954,560,113,42,166,1.582
MA001111954,560,113,42,59,1.583
MA001111954,560,113,42,22,1.589
MA001111954,560,113,42,27,1.589
MA001111954,560,113,42,89,1.553
MA001111954,560,113,42,6,1.586
MA001111954,560,113,42,33,1.593
MA001111954,560,113,42,98,1.572
MA001111954,560,113,42,24,1.574
MA001111954,560,113,42,2,1.627
MA001111954,560,113,42,36,1.573
MA001111954,560,113,42,9,1.613
MA001111954,560,113,42,35,1.578
MA001111954,560,113,42,73,1.574
MA001111954,560,113,42,15,1.595
MA001111954,560,113,42,1,1.804
MA001111954,560,113,42,41,1.574
MA001111954,560,113,42,55,1.564
MA001111954,560,113,42,40,1.567
MA001111954,560,113,42,40,1.576
MA001111954,560,113,42,38,1.585
MA001111954,560,113,42,23,1.577
MA001111954,560,113,42,233,1.576
MA001111954,560,113,42,30,1.568
MA001111954,560,113,42,103,1.660
MA001111954,560,113,42,42,1.579
MA001111954,560,113,42,90,1.569
MA001111954,560,113,42,221,1.602
MA001111954,560,113,42,18,1.589
MA001111954,560,113,42,78,1.573
MA001111954,560,113,42,6,1.611
MA001111954,560,113,42,40,1.586
MA001111954,560,113,42,165,1.585
MA001111954,560,113,42,15,1.599
MA001111954,560,113,42,4,1.634
MA001111954,560,113,42,54,1.596
