FP Material No,Length,Width,Height,Quantity,Weight
MA001368460,334,336,26,8,0.685
MA001368460,334,336,26,5,0.745
MA001368460,334,336,26,63,0.694
MA001368460,334,336,26,4,0.743
MA001368460,334,336,26,4,0.691
MA001394054,340,341,37,1,1.524
MA001398098,336,336,25,1,1.354
MA001398098,336,336,25,1,1.344
MA001398098,336,336,25,9,1.162
MA001398098,336,336,25,2,1.252
MA001398098,336,336,25,6,1.187
MA001398098,336,336,25,2,1.242
MA001398098,336,336,25,7,1.182
MA001398098,336,336,25,7,1.210
MA001398098,336,336,25,16,1.157
MA001398098,336,336,25,1,1.404
MA001398098,336,336,25,5,1.223
MA001398098,336,336,25,9,1.159
MA001398098,336,336,25,2,1.232
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.057
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,39,0.238
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,2,0.265
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,20,0.242
MA001403974,190,186,23,20,0.282
MA001403974,190,186,23,13,0.235
MA001403974,190,186,23,20,0.237
MA001403974,190,186,23,20,0.235
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,68,0.225
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.239
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.263
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,2,0.275
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.229
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.283
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,7,0.234
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,1,0.310
MA001403974,190,186,23,15,0.291
MA001403974,190,186,23,2,0.265
MA001403974,190,186,23,55,0.228
MA001403974,190,186,23,101,0.223
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,53,0.230
MA001403974,190,186,23,65,0.227
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,6,0.240
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,20,0.243
MA001403974,190,186,23,16,0.232
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.263
MA001403974,190,186,23,54,0.237
MA001403974,190,186,23,57,0.230
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,1,0.350
MA001403974,190,186,23,3,0.323
MA001403974,190,186,23,2,0.265
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.240
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.263
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.327
MA001403974,190,186,23,1,0.320
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,20,0.242
MA001403974,190,186,23,9,0.239
MA001403974,190,186,23,64,0.226
MA001403974,190,186,23,4,0.270
MA001403974,190,186,23,20,0.240
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,2,0.265
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,30,0.230
MA001403974,190,186,23,16,0.225
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,2,0.275
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,7,0.234
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.210
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,20,0.273
MA001403974,190,186,23,24,0.235
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,64,0.229
MA001403974,190,186,23,13,0.231
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,1,0.330
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.259
MA001403974,190,186,23,18,0.244
MA001403974,190,186,23,36,0.223
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.259
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,1,0.276
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,43,0.238
MA001403974,190,186,23,36,0.224
MA001403974,190,186,23,20,0.237
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.230
MA001403974,190,186,23,10,0.238
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,1,0.350
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,12,0.239
MA001403974,190,186,23,30,0.228
MA001403974,190,186,23,2,0.275
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,2,0.265
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,56,0.232
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,2,0.290
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,20,0.240
MA001403974,190,186,23,93,0.227
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,6,0.236
MA001403974,190,186,23,14,0.232
MA001403974,190,186,23,20,0.240
MA001403974,190,186,23,82,0.229
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,27,0.229
MA001403974,190,186,23,18,0.241
MA001403974,190,186,23,3,0.247
MA001403974,190,186,23,9,0.224
MA001403974,190,186,23,1,0.330
MA001403974,190,186,23,20,0.236
MA001403974,190,186,23,3,0.240
MA001403974,190,186,23,20,0.237
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,12,0.234
MA001403974,190,186,23,21,0.236
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.263
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,25,0.232
MA001403974,190,186,23,6,0.236
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.233
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,101,0.226
MA001403974,190,186,23,18,0.237
MA001403974,190,186,23,5,0.244
MA001403974,190,186,23,72,0.259
MA001403974,190,186,23,1,0.330
MA001403974,190,186,23,55,0.227
MA001403974,190,186,23,45,0.236
MA001403974,190,186,23,6,0.233
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,29,0.229
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,1,0.370
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,1,0.290
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.253
MA001403974,190,186,23,1,0.330
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.263
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.237
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,20,0.240
MA001403974,190,186,23,43,0.236
MA001403974,190,186,23,6,0.236
MA001403974,190,186,23,72,0.222
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,2,0.255
MA001403974,190,186,23,6,0.246
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,12,0.229
MA001403974,190,186,23,20,0.240
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.283
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.239
MA001403974,190,186,23,3,0.257
MA001403974,190,186,23,3,0.260
MA001403974,190,186,23,3,0.243
MA001403974,190,186,23,3,0.250
MA001403974,190,186,23,3,0.260
MA001407766,336,336,25,2,0.877
MA001407766,336,336,25,4,0.863
MA001407766,336,336,25,2,0.872
MA001407766,336,336,25,2,0.877
MA001407766,336,336,25,4,0.881
MA001407766,336,336,25,8,0.804
MA001407766,336,336,25,2,0.872
MA001407766,336,336,25,2,0.872
MA001407766,336,336,25,1,0.964
MA001407766,336,336,25,2,0.872
MA001410068,190,186,23,1,0.340
MA001420680,336,336,25,1,1.404
MA001420680,336,336,25,2,1.252
MA001420680,336,336,25,1,1.384
MA001420680,336,336,25,1,1.344
MA001420680,336,336,25,1,1.374
MA001420680,336,336,25,1,1.324
MA001420680,336,336,25,1,1.344
MA001420680,336,336,25,2,1.227
MA001420680,336,336,25,1,1.404
MA001420680,336,336,25,1,1.470
MA001420680,336,336,25,1,1.304
MA001420680,336,336,25,1,1.404
MA001420680,336,336,25,1,1.424
MA001420680,336,336,25,1,1.324
MA001420680,336,336,25,2,1.262
MA001420680,336,336,25,1,1.434
MA001505922,336,336,25,4,1.206
MA001505922,336,336,25,14,1.145
MA001505922,336,336,25,7,1.153
MA001505922,336,336,25,6,1.177
MA001505924,336,336,25,2,1.272
MA001505924,336,336,25,27,1.145
MA001505924,336,336,25,67,1.138
MA001505924,336,336,25,9,1.145
MA001505924,336,336,25,22,1.163
MA001505924,336,336,25,36,1.145
MA001505924,336,336,25,22,1.171
MA001505924,336,336,25,39,1.167
MA001505924,336,336,25,27,1.135
MA001505924,336,336,25,27,1.146
MA001505924,336,336,25,63,1.145
MA001505924,336,336,25,14,1.156
MA001505978,336,336,25,9,1.162
MA001505978,336,336,25,1,1.304
MA001505978,336,336,25,1,1.304
MA001505978,336,336,25,3,1.161
MA001505978,336,336,25,2,1.202
MA001505978,336,336,25,6,1.182
MA001505978,336,336,25,4,1.218
MA001505978,336,336,25,3,1.155
MA001505978,336,336,25,2,1.212
MA001505978,336,336,25,3,1.195
MA001505978,336,336,25,3,1.161
MA001505978,336,336,25,8,1.153
MA001505978,336,336,25,3,1.201
MA001505978,336,336,25,8,1.145
MA001505978,336,336,25,2,1.202
MA001505978,336,336,25,14,1.151
MA001505978,336,336,25,17,1.143
MA001505978,336,336,25,9,1.138
MA001506010,336,336,25,3,1.148
MA001506010,336,336,25,6,1.149
MA001506010,336,336,25,1,1.344
MA001506010,336,336,25,6,1.161
MA001506010,336,336,25,5,1.191
MA001506010,336,336,25,4,1.218
MA001506010,336,336,25,2,1.212
MA001506010,336,336,25,1,1.264
MA001506010,336,336,25,9,1.118
MA001506010,336,336,25,16,1.152
MA001506010,336,336,25,4,1.213
MA001506010,336,336,25,3,1.155
MA001506010,336,336,25,4,1.178
MA001506010,336,336,25,9,1.136
MA001506010,336,336,25,16,1.147
MA001506010,336,336,25,4,1.208
MA001506010,336,336,25,5,1.165
MA001506010,336,336,25,17,1.147
MA001506010,336,336,25,1,1.354
MA001506010,336,336,25,8,1.138
MA001506010,336,336,25,14,1.142
MA001506010,336,336,25,3,1.148
MA001509400,344,347,38,20,1.110
MA001509400,344,347,38,17,1.110
MA001509400,344,347,38,11,1.111
MA001509400,344,347,38,24,1.114
MA001509400,344,347,38,1,1.364
MA001509400,344,347,38,6,1.110
MA001589774,336,336,25,5,1.232
MA001589774,336,336,25,18,1.187
MA001589774,336,336,25,5,1.227
MA001589774,336,336,25,2,1.272
MA001589774,336,336,25,5,1.199
MA001589774,336,336,25,7,1.165
MA001589774,336,336,25,1,1.314
MA001589774,336,336,25,36,1.174
MA001589774,336,336,25,16,1.166
MA001589774,336,336,25,18,1.147
MA001589774,336,336,25,5,1.239
MA001589774,336,336,25,35,1.173
MA001589774,336,336,25,13,1.180
MA001589774,336,336,25,12,1.204
MA001589774,336,336,25,99,0.878
MA001589774,336,336,25,6,1.206
MA001589774,336,336,25,5,1.224
MA001589774,336,336,25,27,1.153
MA001589774,336,336,25,18,1.160
MA001589774,336,336,25,2,1.252
MA001589774,336,336,25,4,1.166
MA001589774,336,336,25,18,0.825
MA001589774,336,336,25,4,1.156
MA001589774,336,336,25,9,0.980
MA001589774,336,336,25,9,1.154
MA001589774,336,336,25,17,1.170
MA001589774,336,336,25,27,1.154
MA001589774,336,336,25,12,1.206
MA001589774,336,336,25,36,1.171
MA001589774,336,336,25,54,1.161
MA001589774,336,336,25,13,1.171
MA001589774,336,336,25,4,1.171
MA001598748,334,336,26,1,0.964
MA001599696,336,336,25,8,1.173
MA001599696,336,336,25,225,1.178
MA001599696,336,336,25,189,1.153
MA001599696,336,336,25,119,1.171
MA001599696,336,336,25,6,1.199
MA001599696,336,336,25,23,1.178
MA001599696,336,336,25,5,1.187
MA001599696,336,336,25,54,1.202
MA001599696,336,336,25,2,1.252
MA001599696,336,336,25,27,1.159
MA001599696,336,336,25,36,1.163
MA001599696,336,336,25,8,1.199
MA001599696,336,336,25,4,1.156
MA001599696,336,336,25,9,1.165
MA001599696,336,336,25,5,1.211
MA001599696,336,336,25,11,1.204
MA001599696,336,336,25,98,1.173
MA001599696,336,336,25,7,1.179
MA001599696,336,336,25,34,1.166
MA001599696,336,336,25,207,1.162
MA001599696,336,336,25,6,1.179
MA001599696,336,336,25,36,1.191
MA001599696,336,336,25,4,1.223
MA001599696,336,336,25,180,1.149
MA001599696,336,336,25,17,1.178
MA001599696,336,336,25,6,1.179
MA001599696,336,336,25,14,1.178
MA001603506,568,105,41,4,1.679
MA001603506,568,105,41,50,1.607
MA001612636,190,186,29,4,0.243
MA001612636,190,186,29,4,0.217
MA001612636,190,186,29,4,0.217
MA001613154,190,186,23,1,0.350
MA001613154,190,186,23,3,0.237
MA001613154,190,186,23,4,0.220
MA001613154,190,186,23,2,0.245
MA001613154,190,186,23,16,0.215
MA001613154,190,186,23,1,0.310
MA001613154,190,186,23,3,0.227
MA001613154,190,186,23,11,0.223
MA001613154,190,186,23,17,0.231
MA001613154,190,186,23,25,0.227
MA001613154,190,186,23,4,0.223
MA001613154,190,186,23,4,0.223
MA001613154,190,186,23,2,0.275
MA001613154,190,186,23,9,0.204
MA001613154,190,186,23,2,0.265
MA001613154,190,186,23,1,0.330
MA001613154,190,186,23,5,0.234
MA001613154,190,186,23,10,0.226
MA001613154,190,186,23,7,0.220
MA001613154,190,186,23,4,0.220
MA001613154,190,186,23,9,0.214
MA001613154,190,186,23,5,0.232
MA001613154,190,186,23,1,0.310
MA001613154,190,186,23,3,0.230
MA001613154,190,186,23,8,0.217
MA001613154,190,186,23,6,0.220
MA001613154,190,186,23,6,0.223
MA001613154,190,186,23,18,0.000
MA001613154,190,186,23,1,0.350
MA001613154,190,186,23,2,0.265
MA001613154,190,186,23,11,0.223
MA001613154,190,186,23,8,0.212
MA001613154,190,186,23,2,0.265
MA001613154,190,186,23,2,0.240
MA001613154,190,186,23,4,0.220
MA001613154,190,186,23,6,0.220
MA001613154,190,186,23,6,0.228
MA001614342,560,113,42,80,1.582
MA001614342,560,113,42,23,1.579
MA001614342,560,113,42,22,1.575
MA001614342,560,113,42,58,1.591
MA001614342,560,113,42,1,1.814
MA001614342,560,113,42,18,1.580
MA001614342,560,113,42,47,1.553
MA001614342,560,113,42,40,1.604
MA001614342,560,113,42,6,1.579
MA001614342,560,113,42,60,1.584
MA001614342,560,113,42,8,1.604
MA001614342,560,113,42,69,1.594
MA001614342,560,113,42,18,1.570
MA001614342,560,113,42,1,1.754
MA001614342,560,113,42,7,1.615
MA001614342,560,113,42,24,1.577
MA001614342,560,113,42,77,1.559
MA001614342,560,113,42,38,1.606
MA001614342,560,113,42,5,1.595
MA001614342,560,113,42,20,1.583
MA001614342,560,113,42,16,1.574
MA001614342,560,113,42,20,1.587
MA001614342,560,113,42,6,1.576
MA001614374,560,113,42,1,1.714
MA001617510,336,336,25,108,1.137
MA001617510,336,336,25,117,1.144
MA001617510,336,336,25,180,1.131
MA001617510,336,336,25,152,1.157
MA001617510,336,336,25,7,1.139
MA001617516,336,336,25,17,1.157
MA001617516,336,336,25,27,1.145
MA001617516,336,336,25,72,1.127
MA001617516,336,336,25,21,1.151
MA001617516,336,336,25,44,1.175
MA001617516,336,336,25,36,1.142
MA001617516,336,336,25,188,1.142
MA001617516,336,336,25,135,1.145
MA001617516,336,336,25,162,1.129
MA001617516,336,336,25,27,1.142
MA001617516,336,336,25,27,1.145
MA001623270,190,186,23,6,0.178
MA001627316,190,186,23,1,0.250
MA001641528,336,336,25,1,1.404
MA001645286,336,336,25,7,1.160
MA001645286,336,336,25,1,1.484
MA001645286,336,336,25,2,1.252
MA001701894,560,113,42,18,1.594
MA001701894,560,113,42,2,1.602
MA001701894,560,113,42,22,1.597
MA001701894,560,113,42,5,1.611
MA001701894,560,113,42,41,1.587
MA001701894,560,113,42,30,1.592
